Species_name,Species_number,Lon,Lat,Year,CoordinateUncertaintyInMeters,Database,OriginalSource,geodeticDatum
Amblyomma americanum,1,-90.6583,39.1733,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.6583,39.1733,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.6583,39.1733,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.540036,38.664238,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.540036,38.664238,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.540036,38.664238,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.53724,38.97792,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.53724,38.97792,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.53724,38.97792,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.53724,38.97792,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.707174,39.0665247,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.707174,39.0665247,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-87.909491,38.3077205,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-87.909491,38.3077205,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.3379,38.2815,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.3379,38.2815,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.3379,38.2815,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.3379,38.2815,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.3379,38.2815,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.798889,37.9694444,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.798889,37.9694444,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.414167,38.0108333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.414167,38.0108333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.414167,38.0108333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.414167,38.0108333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.414167,38.0108333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.414167,38.0108333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.414167,38.0108333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.946944,38.0938889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.946944,38.0938889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.946944,38.0938889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.946944,38.0938889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.946944,38.0938889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.946944,38.0938889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.946944,38.0938889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.383889,37.7786111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.384599,37.604879,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.197762,38.10046,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.12563,37.2241768,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.36505,37.2080105,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.36505,37.2080105,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.36505,37.2080105,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.36505,37.2080105,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.36505,37.2080105,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.27825,37.6022222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.909722,37.8266667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.976667,37.5363889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.976667,37.5363889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.976667,37.5363889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.976667,37.5363889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.976667,37.5363889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.976667,37.5363889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.976667,37.5363889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.976667,37.5363889,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.404132,38.06255,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.381849,37.5879674,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.8525,37.2736111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.792417,40.03074,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.792417,40.03074,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.716038,39.502954,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.716038,39.502954,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.716038,39.502954,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.716038,39.502954,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.399167,39.0858333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.399167,39.0858333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.399167,39.0858333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.399167,39.0858333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.399167,39.0858333,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.994382,39.206752,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.994382,39.206752,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.122583,39.0165787,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.122583,39.0165787,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.122583,39.0165787,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.378333,38.9247222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.378333,38.9247222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.378333,38.9247222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.378333,38.9247222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.066634,38.697357,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.066634,38.697357,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.066634,38.697357,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-90.066634,38.697357,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.143056,39.1641667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.143056,39.1641667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.143056,39.1641667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.143056,39.1641667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.143056,39.1641667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.143056,39.1641667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-89.886389,38.5886111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
Amblyomma americanum,1,-88.592432,38.544219,2018,10,UIUCVetMed,BlitzDrags,WGS84
