Species_name,Species_number,Lon,Lat,Year,CoordinateUncertaintyInMeters,Database,Source,geodeticDatum
Dermacentor variabilis,1,-89.97599792,39.21099854,1965,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.962677,42.03858185,1959,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.962677,42.03858185,1960,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.962677,42.03858185,1960,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.92532349,39.23752975,1965,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.88638889,38.58861111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.868,40.473,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.868,40.473,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.79888889,37.96944444,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.780082,38.267793,2020,8,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.773858,39.639637,2015,20000,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.77385712,39.63963699,2015,20000,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.75444794,39.76498795,2016,20000,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.754447,39.764988,2016,20000,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.714821,39.617879,2015,7544,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.71482086,39.61787796,2015,7544,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.700098,39.714402,2021,15,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.697678,39.756224,2021,20000,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.644,39.802,1956,10000,Illinois Natural History Survey,"Illinois Natural History Survey: Illinois Natural History Survey, 2013-08-21. Accessed via http://www.gbif.org/dataset/68513375-3aa5-4f6f-9975-d97d56c21d61 on 2013-12-11. Rights CC-BY.",WGS84
Dermacentor variabilis,1,-89.64399719,39.80199814,1956,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.62963104,42.26425552,2020,5,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.599748,40.589426,2019,327,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.5997467,40.58942413,2019,327,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.50259428,38.02994227,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.5003768,38.0299855,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.5003768,38.0299855,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.5003768,38.0299855,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.5003768,38.0299855,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.49739975,38.00041934,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.49414712,37.99811945,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.4940372,37.99823244,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.491416,38.01400955,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.49130003,38.01332433,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.48583221,37.71833038,1953,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.48583221,37.71833038,1953,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.48239899,38.42639923,1988,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.45361328,37.54555893,1969,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.438518,37.59344,2010,3364,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.43851471,37.59344101,2010,3364,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.43840027,37.50419998,1950,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.43840027,37.50419998,1951,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.43840027,37.50419998,1951,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.42299652,37.51499939,1953,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.4158848,38.00838999,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.4158848,38.00838999,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.4158848,38.00838999,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.4158848,38.00838999,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.4158848,38.00838999,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.4158848,38.00838999,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.41300201,38.89199829,1950,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.404,39.458,1953,10000,Illinois Natural History Survey,"Illinois Natural History Survey: Illinois Natural History Survey, 2013-08-21. Accessed via http://www.gbif.org/dataset/68513375-3aa5-4f6f-9975-d97d56c21d61 on 2013-12-11. Rights CC-BY.",WGS84
Dermacentor variabilis,1,-89.40399933,39.45800018,1953,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.40117345,38.01992294,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.39389038,37.44778061,1959,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.384335,37.77837045,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.38194275,38.0802803,1957,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.37833333,38.92472222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.37833333,38.92472222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.37833333,38.92472222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.37833333,38.92472222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.37833333,38.92472222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.37833333,38.92472222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.37833333,38.92472222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.37833333,38.92472222,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.36910248,37.47180176,1958,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.36505035,37.2080105,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.36505035,37.2080105,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.36505035,37.2080105,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.358284,42.3105545,2020,4422,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.35759735,42.30997086,2020,5,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.35611111,37.48611111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.35611111,37.48611111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.35611111,37.48611111,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.348412,41.903995,2021,64,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.344642,41.903738,2020,10,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.344527,41.242749,2021,22,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.344483,41.903787,2021,10,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.34365,41.891063,2021,83,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.3379,38.2815,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.3379,38.2815,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.3379,38.2815,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.3379,38.2815,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.3361,41.910262,2017,122,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.33609772,41.91026306,2017,122,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.32501221,42.01499939,1955,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.32501221,42.01499939,1955,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.32501,42.015,1955,10000,Illinois Natural History Survey,"Illinois Natural History Survey: Illinois Natural History Survey, 2013-08-21. Accessed via http://www.gbif.org/dataset/68513375-3aa5-4f6f-9975-d97d56c21d61 on 2013-12-11. Rights CC-BY.",WGS84
Dermacentor variabilis,1,-89.32501,42.015,1955,10000,Illinois Natural History Survey,"Illinois Natural History Survey: Illinois Natural History Survey, 2013-08-21. Accessed via http://www.gbif.org/dataset/68513375-3aa5-4f6f-9975-d97d56c21d61 on 2013-12-11. Rights CC-BY.",WGS84
Dermacentor variabilis,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.319935,38.665725,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.270061,39.475316,2021,20000,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.26805878,37.4516716,1953,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.252577,37.726585,2020,15,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.24362946,37.64691925,1951,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.243531,37.716145,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.243531,37.716145,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.243531,37.716145,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.243531,37.716145,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.24327847,37.71979473,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.24327847,37.71979473,2019,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.23422241,37.45496368,2016,843,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.234219,37.454965,2016,843,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.233284,42.35155106,2019,9,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.21666718,37.72721863,1953,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.21666718,37.72721863,1955,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.20870209,37.69668198,2016,4,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.2087,37.696682,2016,4,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.20765,37.698036,2016,20000,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.20764923,37.69803619,2016,20000,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.207623,42.212434,2021,11,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.202501,42.210047,2021,185,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.202474,42.209784,2021,533,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.18800354,37.60499954,1954,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.18800354,37.60499954,1954,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.18800354,37.60499954,1955,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.180031,37.601978,2016,1,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.18003082,37.6019783,2016,1,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.15028381,37.71749878,1951,20000,Illinois Natural History Survey,Illinois Natural History Survey Insect Collection,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.14305556,39.16416667,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.13412,37.543116,2022,35,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.1333313,38.52500153,2004,5998,New Mexico State Collection of Arthropods,New Mexico State Collection of Arthropods,WGS84
Dermacentor variabilis,1,-89.1333313,38.52500153,2009,5998,New Mexico State Collection of Arthropods,New Mexico State Collection of Arthropods,WGS84
Dermacentor variabilis,1,-89.13333,38.525,2009,5998,NMSU,NMSU,WGS84
Dermacentor variabilis,1,-89.13333,38.525,2004,5998,NMSU,NMSU,WGS84
Dermacentor variabilis,1,-89.12562958,37.22417675,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.12562958,37.22417675,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.12562958,37.22417675,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.12562958,37.22417675,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.12562958,37.22417675,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.12562958,37.22417675,2018,10,UIUCVetMed,BlitzDrags,WGS84
Dermacentor variabilis,1,-89.12050629,40.64725113,2014,20000,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.120505,40.64725,2014,20000,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.11976624,42.3002739,2020,179,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.08166504,37.29055405,2016,2752,iNaturalist.org,iNaturalist Research-grade Observations,WGS84
Dermacentor variabilis,1,-89.081665,37.290554,2016,2752,iNaturalist,iNaturalist,WGS84
Dermacentor variabilis,1,-89.079628,40.47406,2021,179,iNaturalist,iNaturalist,WGS84
